time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,wData,rData
5964,1,1,0,0,1,0,0,210
5970,1,1,1,0,1,0,0,74
5976,0,1,1,0,1,0,0,74
5982,0,1,0,0,1,0,0,74
5988,1,1,0,0,1,0,1,74
5990,1,1,0,0,1,0,1,83
5994,1,1,1,0,1,0,1,83
6000,0,1,1,0,1,0,1,83
6006,0,1,0,0,1,0,1,83
6010,0,1,0,0,1,0,1,57
6012,1,1,0,0,1,0,1,57
6024,1,1,0,0,1,0,1,57
6030,1,1,1,0,1,0,1,149
6036,0,1,1,0,1,0,1,149
6042,0,1,0,0,1,0,1,149
6050,0,1,0,0,1,0,1,202
6060,0,0,0,0,1,0,1,202
6100,0,1,0,0,1,0,1,202
6110,0,1,0,0,1,0,1,13
6130,0,1,0,0,1,0,1,132
6140,0,0,0,0,1,0,1,132
6200,0,1,0,0,1,0,1,132
6210,0,1,0,0,1,0,1,64
6230,0,1,0,0,1,0,1,23
6250,0,1,0,0,1,0,1,194
6260,0,0,0,0,1,0,1,194
6480,0,1,0,0,1,0,1,194
6490,0,1,0,0,1,0,1,8
6500,0,0,0,0,1,0,1,8
6540,0,1,0,0,1,0,1,8
6550,0,1,0,0,1,0,1,50
6560,0,0,0,0,1,0,1,50
6580,0,1,0,0,1,0,1,50
6590,0,1,0,0,1,0,1,60
6610,0,1,0,0,1,0,1,58
6620,0,0,0,0,1,0,1,58
6660,0,1,0,0,1,0,1,58
6670,0,1,0,0,1,0,1,4
6690,0,1,0,0,1,0,1,5
6700,0,0,0,0,1,0,1,5
6720,0,1,0,0,1,0,1,5
6730,0,1,0,0,1,0,1,96
6740,0,0,0,0,1,0,1,96
6780,0,1,0,0,1,0,1,96
6790,0,1,0,0,1,0,1,178
6810,0,1,0,0,1,0,1,69
6830,0,1,0,0,1,0,1,164
6850,0,1,0,0,1,0,1,65
6860,0,0,0,0,1,0,1,65
6880,0,1,0,0,1,0,1,65
6890,0,1,0,0,1,0,1,144
6900,0,0,0,0,1,0,1,144
6920,0,1,0,0,1,0,1,144
6930,0,1,0,0,1,0,1,235
6950,0,1,0,0,1,0,1,194
6960,0,0,0,0,1,0,1,194
7000,0,1,0,0,1,0,1,194
7010,0,1,0,0,1,0,1,153
7030,0,1,0,0,1,0,1,144
7050,0,1,0,0,1,0,1,199
7070,0,1,0,0,1,0,1,89
7080,0,0,0,0,1,0,1,89
7100,0,1,0,0,1,0,1,89
7110,0,1,0,0,1,0,1,56
7130,0,1,0,0,1,0,1,55
7150,0,1,0,0,1,0,1,233
7160,0,0,0,0,1,0,1,233
7180,0,1,0,0,1,0,1,233
7190,0,1,0,0,1,0,1,243
7200,0,0,0,0,1,0,1,243
7380,0,1,0,0,1,0,1,243
