time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,wData,rData
4950,0,1,1,0,1,0,85,161
4956,1,1,1,0,1,0,18,161
4960,1,0,1,0,1,0,18,161
4968,0,0,1,0,1,0,205,161
4980,0,0,1,0,1,0,212,161
4986,0,0,0,0,1,0,212,161
4992,1,0,0,0,1,0,78,161
4998,1,0,1,0,1,0,78,161
5000,1,1,1,0,1,0,78,161
5004,0,1,1,0,1,0,119,161
5010,0,1,1,0,1,0,119,123
5016,1,1,1,0,1,0,185,123
5028,1,1,1,0,1,0,42,123
5030,1,1,1,0,1,0,42,249
5040,1,0,1,0,1,0,81,249
5046,1,0,0,0,1,0,81,249
5052,0,0,0,0,1,0,157,249
5064,0,0,0,0,1,0,146,249
5076,1,0,0,0,1,0,96,249
5080,1,1,0,0,1,0,96,249
5088,0,1,0,0,1,0,198,249
5090,0,1,0,0,1,0,198,138
5100,1,0,0,0,1,0,156,138
5106,1,0,1,0,1,0,156,138
5112,1,0,1,0,1,0,151,138
5118,1,0,0,0,1,0,151,138
5120,1,1,0,0,1,0,151,138
5124,1,1,0,0,1,0,121,138
5130,1,1,1,0,1,0,121,131
5136,0,1,1,0,1,0,0,131
5140,0,0,1,0,1,0,0,131
5148,1,0,1,0,1,0,51,131
5160,0,0,1,0,1,0,51,131
5166,0,0,0,0,1,0,51,131
5172,1,0,0,0,1,0,190,131
5178,1,0,1,0,1,0,190,131
5180,1,1,1,0,1,0,190,131
5184,1,1,1,0,1,0,61,131
5190,1,1,1,0,1,0,61,51
5196,1,1,1,0,1,0,114,51
5208,1,1,1,0,1,0,97,51
5210,1,1,1,0,1,0,97,35
5220,1,1,1,0,1,0,2,35
5226,1,1,0,0,1,0,2,35
5230,1,1,0,0,1,0,2,80
5232,0,1,0,0,1,0,5,80
5244,0,1,0,0,1,0,158,80
5250,0,1,0,0,1,0,158,104
5256,0,1,0,0,1,0,251,104
5260,0,0,0,0,1,0,251,104
5268,1,0,0,0,1,0,236,104
5280,1,1,0,0,1,0,174,104
5290,1,1,0,0,1,0,174,243
5292,1,1,0,0,1,0,232,243
5304,0,1,0,0,1,0,47,243
5310,0,1,0,0,1,0,47,123
5316,1,1,0,0,1,0,241,123
5328,1,1,0,0,1,0,76,123
5330,1,1,0,0,1,0,76,46
5334,1,1,1,0,1,0,76,46
5340,0,0,1,0,1,0,195,46
5346,0,0,0,0,1,0,195,46
5352,0,0,0,0,1,0,108,46
5360,0,1,0,0,1,0,108,46
5364,0,1,0,0,1,0,82,46
5370,0,1,0,0,1,0,82,151
5376,0,1,0,0,1,0,87,151
5388,1,1,0,0,1,0,169,151
5390,1,1,0,0,1,0,169,30
5400,1,0,0,0,1,0,204,30
5412,1,0,0,0,1,0,160,30
5424,1,0,0,0,1,0,192,30
5430,1,0,1,0,1,0,192,30
5436,0,0,1,0,1,0,252,30
5440,0,1,1,0,1,0,252,30
5448,1,1,1,0,1,0,100,30
5450,1,1,1,0,1,0,100,58
5460,0,0,1,0,1,0,183,58
5472,0,0,1,0,1,0,49,58
5478,0,0,0,0,1,0,49,58
5480,0,1,0,0,1,0,49,58
5484,1,1,0,0,1,0,234,58
5490,1,1,1,0,1,0,234,84
5496,1,1,1,0,1,0,103,84
