time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,wData,rData
4230,1,1,0,0,1,0,88,10
4236,0,1,0,0,1,0,140,10
4240,0,0,0,0,1,0,140,10
4248,1,0,0,0,1,0,70,10
4260,1,0,0,0,1,0,194,10
4272,1,0,0,0,1,0,130,10
4280,1,1,0,0,1,0,130,10
4284,0,1,0,0,1,0,22,10
4290,0,1,0,0,1,0,22,109
4296,1,1,0,0,1,0,235,109
4308,0,1,0,0,1,0,254,109
4310,0,1,0,0,1,0,254,232
4320,0,1,0,0,1,0,55,232
4330,0,1,0,0,1,0,55,199
4332,1,1,0,0,1,0,100,199
4340,1,0,0,0,1,0,100,199
4344,0,0,0,0,1,0,82,199
4356,0,0,0,0,1,0,62,199
4360,0,1,0,0,1,0,62,199
4368,0,1,0,0,1,0,20,199
4370,0,1,0,0,1,0,20,45
4380,0,0,0,0,1,0,160,45
4392,0,0,0,0,1,0,65,45
4400,0,1,0,0,1,0,65,45
4404,1,1,0,0,1,0,175,45
4410,1,1,0,0,1,0,175,161
4416,1,1,0,0,1,0,67,161
4420,1,0,0,0,1,0,67,161
4428,0,0,0,0,1,0,166,161
4440,1,1,0,0,1,0,135,161
4450,1,1,0,0,1,0,135,123
4452,0,1,0,0,1,0,255,123
4464,1,1,0,0,1,0,204,123
4470,1,1,0,0,1,0,204,249
4476,1,1,0,0,1,0,142,249
4488,0,1,0,0,1,0,133,249
4490,0,1,0,0,1,0,133,138
4500,0,0,0,0,1,0,97,138
4512,1,0,0,0,1,0,226,138
4524,0,0,0,0,1,0,213,138
4536,0,0,0,0,1,0,89,138
4540,0,1,0,0,1,0,89,138
4548,1,1,0,0,1,0,109,138
4550,1,1,0,0,1,0,109,131
4560,0,0,0,0,1,0,41,131
4572,1,0,0,0,1,0,34,131
4580,1,1,0,0,1,0,34,131
4584,1,1,0,0,1,0,246,131
4590,1,1,0,0,1,0,246,51
4596,1,1,0,0,1,0,155,51
4608,0,1,0,0,1,0,36,51
4610,0,1,0,0,1,0,36,35
4620,0,0,0,0,1,0,135,35
4632,1,0,0,0,1,0,109,35
4640,1,1,0,0,1,0,109,35
4644,1,1,0,0,1,0,86,35
4650,1,1,0,0,1,0,86,80
4656,1,1,0,0,1,0,216,80
4668,0,1,0,0,1,0,70,80
4670,0,1,0,0,1,0,70,104
4680,0,0,0,0,1,0,102,104
4692,1,0,0,0,1,0,72,104
4704,0,0,0,0,1,0,145,104
4716,1,0,0,0,1,0,145,104
4720,1,1,0,0,1,0,145,104
4728,0,1,0,0,1,0,121,104
4730,0,1,0,0,1,0,121,243
4740,1,1,0,0,1,0,70,243
4750,1,1,0,0,1,0,70,123
4752,1,1,0,0,1,0,227,123
4760,1,0,0,0,1,0,227,123
4764,1,0,0,0,1,0,78,123
4776,0,0,0,0,1,0,23,123
4788,0,0,0,0,1,0,2,123
4800,1,1,0,0,1,0,121,123
4810,1,1,0,0,1,0,121,46
4812,1,1,0,0,1,0,8,46
4824,0,1,0,0,1,0,172,46
4830,0,1,0,0,1,0,172,151
4836,1,1,0,0,1,0,212,151
4848,1,1,0,0,1,0,140,151
4850,1,1,0,0,1,0,140,30
4860,1,0,0,0,1,0,135,30
4872,1,0,0,0,1,0,74,30
4884,1,0,0,0,1,0,208,30
4896,1,0,0,0,1,0,10,30
4900,1,1,0,0,1,0,10,30
4908,1,1,0,0,1,0,220,30
4910,1,1,0,0,1,0,220,58
4920,1,1,0,0,1,0,68,58
4930,1,1,0,0,1,0,68,84
4932,0,1,0,0,1,0,177,84
4944,1,1,0,0,1,0,172,84
4950,1,1,0,0,1,0,172,217
4956,0,1,0,0,1,0,109,217
4960,0,0,0,0,1,0,109,217
4968,1,0,0,0,1,0,254,217
4980,1,0,0,0,1,0,68,217
4992,0,0,0,0,1,0,227,217
5004,0,0,0,0,1,0,37,217
5016,0,0,0,0,1,0,85,217
5028,1,0,0,0,1,0,18,217
5040,0,0,0,0,1,0,205,217
5052,0,0,0,0,1,0,212,217
5060,0,1,0,0,1,0,212,217
5064,1,1,0,0,1,0,78,217
5070,1,1,0,0,1,0,78,203
5076,0,1,0,0,1,0,119,203
5080,0,0,0,0,1,0,119,203
5088,1,0,0,0,1,0,185,203
5100,1,0,0,0,1,0,42,203
5112,1,0,0,0,1,0,81,203
5120,1,1,0,0,1,0,81,203
5124,0,1,0,0,1,0,157,203
5130,0,1,0,0,1,0,157,103
5136,0,1,0,0,1,0,146,103
5148,1,1,0,0,1,0,96,103
5150,1,1,0,0,1,0,96,70
5160,0,0,0,0,1,0,198,70
5172,1,0,0,0,1,0,156,70
5184,1,0,0,0,1,0,151,70
5196,1,0,0,0,1,0,121,70
5200,1,1,0,0,1,0,121,70
5208,0,1,0,0,1,0,0,70
5210,0,1,0,0,1,0,0,182
5220,1,0,0,0,1,0,51,182
5232,0,0,0,0,1,0,51,182
5240,0,1,0,0,1,0,51,182
5244,1,1,0,0,1,0,190,182
5250,1,1,0,0,1,0,190,29
5256,1,1,0,0,1,0,61,29
5260,1,0,0,0,1,0,61,29
5268,1,0,0,0,1,0,114,29
5280,1,0,0,0,1,0,97,29
5292,1,0,0,0,1,0,2,29
5300,1,1,0,0,1,0,2,29
5304,0,1,0,0,1,0,5,29
5310,0,1,0,0,1,0,5,79
5316,0,1,0,0,1,0,158,79
5328,0,1,0,0,1,0,251,79
5330,0,1,0,0,1,0,251,8
5340,1,1,0,0,1,0,236,8
5350,1,1,0,0,1,0,236,157
5352,1,1,0,0,1,0,174,157
5364,1,1,0,0,1,0,232,157
5370,1,1,1,0,1,0,232,214
5376,0,1,1,0,1,0,47,214
5380,0,0,1,0,1,0,47,214
5382,0,0,0,0,1,0,47,214
5388,1,0,0,0,1,0,241,214
