time_ns,winc,rinc,wFull,rEmpty,wHalfFull,rHalfEmpty,error_flag,wData,rData,w_count,r_count
5530,0,1,0,0,1,0,0,49,1,167,106
5532,1,1,0,0,1,0,0,31,1,168,106
5540,1,1,0,0,1,0,0,31,1,168,107
5544,0,1,0,0,1,0,0,31,1,168,107
5550,0,1,0,0,1,0,0,31,1,168,107
5560,0,1,0,0,1,0,0,31,1,168,108
5568,1,1,0,0,1,0,0,0,1,169,108
5570,1,1,0,0,1,0,0,0,1,169,108
5580,0,1,0,0,1,0,0,0,1,169,109
5590,0,1,0,0,1,0,0,0,1,169,109
5600,0,1,0,0,1,0,0,0,1,169,110
5604,1,1,0,0,1,0,0,118,1,170,110
5610,1,1,0,0,1,0,0,118,0,170,110
5616,1,1,0,0,1,0,0,70,0,171,110
5620,1,1,0,0,1,0,0,70,0,171,111
5628,0,1,0,0,1,0,0,70,0,171,111
5630,0,1,0,0,1,0,0,70,0,171,111
5640,0,1,0,0,1,0,0,70,0,171,112
5650,0,1,0,0,1,0,0,70,1,171,112
5652,1,1,0,0,1,0,0,210,1,172,112
5660,1,1,0,0,1,0,0,210,1,172,113
5664,1,1,0,0,1,0,0,133,1,173,113
5676,0,1,0,0,1,0,0,133,1,173,113
5680,0,0,0,0,1,0,0,133,1,173,114
5688,1,0,0,0,1,0,0,82,1,174,114
5700,1,1,0,0,1,0,0,132,1,175,114
5710,1,1,0,0,1,0,0,132,0,175,114
5712,1,1,0,0,1,0,0,170,0,176,114
5720,1,0,0,0,1,0,0,170,0,176,115
5724,1,0,0,0,1,0,0,158,0,177,115
5736,1,0,0,0,1,0,0,173,0,178,115
5748,0,0,0,0,1,0,0,173,0,178,115
5760,1,1,0,0,1,0,0,232,0,179,115
5766,1,1,1,0,1,0,0,232,0,179,115
5770,1,1,1,0,1,0,0,232,1,179,115
5780,1,0,1,0,1,0,0,232,1,179,116
5802,1,0,0,0,1,0,0,232,1,179,116
5808,0,0,0,0,1,0,0,232,1,179,116
5820,1,1,0,0,1,0,0,102,1,180,116
5826,1,1,1,0,1,0,0,102,1,180,116
5830,1,1,1,0,1,0,0,102,0,180,116
5840,1,1,1,0,1,0,0,102,0,180,117
5844,0,1,1,0,1,0,0,102,0,180,117
5850,0,1,1,0,1,0,0,102,1,180,117
5856,1,1,1,0,1,0,0,102,1,180,117
5860,1,1,1,0,1,0,0,102,1,180,118
5862,1,1,0,0,1,0,0,102,1,180,118
5868,1,1,0,0,1,0,0,131,1,181,118
5870,1,1,0,0,1,0,0,131,0,181,118
5874,1,1,1,0,1,0,0,131,0,181,118
5880,1,1,1,0,1,0,0,131,0,181,119
5886,1,1,0,0,1,0,0,131,0,181,119
5890,1,1,0,0,1,0,0,131,1,181,119
5892,0,1,0,0,1,0,0,131,1,181,119
5900,0,1,0,0,1,0,0,131,1,181,120
5920,0,0,0,0,1,0,0,131,1,181,121
5940,1,1,0,0,1,0,0,79,1,182,121
5950,1,1,0,0,1,0,0,79,0,182,121
5952,1,1,0,0,1,0,0,62,0,183,121
5960,1,0,0,0,1,0,0,62,0,183,122
5964,1,0,0,0,1,0,0,41,0,184,122
5976,1,0,0,0,1,0,0,85,0,185,122
5980,1,1,0,0,1,0,0,85,0,185,122
5988,1,1,0,0,1,0,0,226,0,186,122
5990,1,1,0,0,1,0,0,226,1,186,122
5994,1,1,1,0,1,0,0,226,1,186,122
6000,0,1,1,0,1,0,0,226,1,186,123
6010,0,1,1,0,1,0,0,226,0,186,123
6012,1,1,1,0,1,0,0,226,0,186,123
6018,1,1,0,0,1,0,0,226,0,186,123
6020,1,1,0,0,1,0,0,226,0,186,124
6024,1,1,0,0,1,0,0,193,0,187,124
6030,1,1,1,0,1,0,0,193,1,187,124
6036,0,1,1,0,1,0,0,193,1,187,124
6040,0,0,1,0,1,0,0,193,1,187,125
6042,0,0,0,0,1,0,0,193,1,187,125
6060,1,1,0,0,1,0,0,74,1,188,125
6070,1,1,0,0,1,0,0,74,1,188,125
6072,0,1,0,0,1,0,0,74,1,188,125
6080,0,1,0,0,1,0,0,74,1,188,126
6090,0,1,0,0,1,0,0,74,0,188,126
6096,1,1,0,0,1,0,0,25,0,189,126
6100,1,1,0,0,1,0,0,25,0,189,127
6108,0,1,0,0,1,0,0,25,0,189,127
6110,0,1,0,0,1,0,0,25,1,189,127
6120,1,1,0,0,1,0,0,8,1,190,128
6130,1,1,0,0,1,0,0,8,0,190,128
6132,0,1,0,0,1,0,0,8,0,190,128
6140,0,0,0,0,1,0,0,8,0,190,129
6156,1,0,0,0,1,0,0,199,0,191,129
6160,1,1,0,0,1,0,0,199,0,191,129
6168,0,1,0,0,1,0,0,199,0,191,129
6170,0,1,0,0,1,0,0,199,1,191,129
6180,0,1,0,0,1,0,0,199,1,191,130
6190,0,1,0,0,1,0,0,199,0,191,130
6192,1,1,0,0,1,0,0,177,0,192,130
6200,1,0,0,0,1,0,0,177,0,192,131
6204,1,0,0,0,1,0,0,215,0,193,131
6216,0,0,0,0,1,0,0,215,0,193,131
6264,1,0,0,0,1,0,0,230,0,194,131
6276,1,0,0,0,1,0,0,64,0,195,131
6280,1,1,0,0,1,0,0,64,0,195,131
6282,1,1,1,0,1,0,0,64,0,195,131
6288,0,1,1,0,1,0,0,64,0,195,131
6290,0,1,1,0,1,0,0,64,1,195,131
6300,0,0,1,0,1,0,0,64,1,195,132
6318,0,0,0,0,1,0,0,64,1,195,132
6348,1,0,0,0,1,0,0,88,1,196,132
6354,1,0,1,0,1,0,0,88,1,196,132
6360,0,1,1,0,1,0,0,88,1,196,132
6370,0,1,1,0,1,0,0,88,1,196,132
6380,0,0,1,0,1,0,0,88,1,196,133
6402,0,0,0,0,1,0,0,88,1,196,133
6420,0,1,0,0,1,0,0,88,1,196,133
6430,0,1,0,0,1,0,0,88,1,196,133
6432,1,1,0,0,1,0,0,248,1,197,133
6438,1,1,1,0,1,0,0,248,1,197,133
6440,1,1,1,0,1,0,0,248,1,197,134
6444,0,1,1,0,1,0,0,248,1,197,134
6450,0,1,1,0,1,0,0,248,0,197,134
6460,0,0,1,0,1,0,0,248,0,197,135
6462,0,0,0,0,1,0,0,248,0,197,135
6468,1,0,0,0,1,0,0,169,0,198,135
6474,1,0,1,0,1,0,0,169,0,198,135
6486,1,0,0,0,1,0,0,169,0,198,135
6492,0,0,0,0,1,0,0,169,0,198,135
6504,1,0,0,0,1,0,0,164,0,199,135
6510,1,0,1,0,1,0,0,164,0,199,135
6520,1,1,1,0,1,0,0,164,0,199,135
6530,1,1,1,0,1,0,0,164,1,199,135
6540,0,0,1,0,1,0,0,164,1,199,136
6552,1,0,1,0,1,0,0,164,1,199,136
6558,1,0,0,0,1,0,0,164,1,199,136
6560,1,1,0,0,1,0,0,164,1,199,136
6564,1,1,0,0,1,0,0,54,1,200,136
6570,1,1,1,0,1,0,0,54,1,200,136
6580,1,1,1,0,1,0,0,54,1,200,137
6590,1,1,1,0,1,0,0,54,1,200,137
6600,0,1,1,0,1,0,0,54,1,200,138
6606,0,1,0,0,1,0,0,54,1,200,138
6610,0,1,0,0,1,0,0,54,0,200,138
6620,0,0,0,0,1,0,0,54,0,200,139
6636,1,0,0,0,1,0,0,228,0,201,139
6640,1,1,0,0,1,0,0,228,0,201,139
6648,0,1,0,0,1,0,0,228,0,201,139
6650,0,1,0,0,1,0,0,228,0,201,139
6660,0,1,0,0,1,0,0,228,0,201,140
6670,0,1,0,0,1,0,0,228,1,201,140
6680,0,0,0,0,1,0,0,228,1,201,141
6684,1,0,0,0,1,0,0,119,1,202,141
6696,1,0,0,0,1,0,0,90,1,203,141
6700,1,1,0,0,1,0,0,90,1,203,141
6708,1,1,0,0,1,0,0,31,1,204,141
6710,1,1,0,0,1,0,0,31,0,204,141
6720,0,0,0,0,1,0,0,31,0,204,142
6740,0,1,0,0,1,0,0,31,0,204,142
6750,0,1,0,0,1,0,0,31,1,204,142
6756,1,1,0,0,1,0,0,69,1,205,142
6760,1,0,0,0,1,0,0,69,1,205,143
6768,0,0,0,0,1,0,0,69,1,205,143
6780,1,0,0,0,1,0,0,93,1,206,143
6792,0,0,0,0,1,0,0,93,1,206,143
6800,0,1,0,0,1,0,0,93,1,206,143
6804,1,1,0,0,1,0,0,162,1,207,143
6810,1,1,1,0,1,0,0,162,0,207,143
6820,1,1,1,0,1,0,0,162,0,207,144
6830,1,1,1,0,1,0,0,162,0,207,144
6840,0,0,1,0,1,0,0,162,0,207,145
6846,0,0,0,0,1,0,0,162,0,207,145
6852,1,0,0,0,1,0,0,72,0,208,145
6860,1,1,0,0,1,0,0,72,0,208,145
6864,1,1,0,0,1,0,0,10,0,209,145
6870,1,1,1,0,1,0,0,10,0,209,145
6876,0,1,1,0,1,0,0,10,0,209,145
6880,0,1,1,0,1,0,0,10,0,209,146
6890,0,1,1,0,1,0,0,10,1,209,146
6900,0,0,1,0,1,0,0,10,1,209,147
6906,0,0,0,0,1,0,0,10,1,209,147
6912,1,0,0,0,1,0,0,117,1,210,147
6924,0,0,0,0,1,0,0,117,1,210,147
6936,1,0,0,0,1,0,0,139,1,211,147
6940,1,1,0,0,1,0,0,139,1,211,147
6942,1,1,1,0,1,0,0,139,1,211,147
6948,0,1,1,0,1,0,0,139,1,211,147
6950,0,1,1,0,1,0,0,139,1,211,147
6960,0,0,1,0,1,0,0,139,1,211,148
6978,0,0,0,0,1,0,0,139,1,211,148
6996,1,0,0,0,1,0,0,0,1,212,148
7002,1,0,1,0,1,0,0,0,1,212,148
7020,0,0,1,0,1,0,0,0,1,212,148
7044,1,0,1,0,1,0,0,0,1,212,148
7056,0,0,1,0,1,0,0,0,1,212,148
7060,0,1,1,0,1,0,0,0,1,212,148
7070,0,1,1,0,1,0,0,0,0,212,148
7080,1,1,1,0,1,0,0,0,0,212,149
7090,1,1,1,0,1,0,0,0,1,212,149
7092,0,1,1,0,1,0,0,0,1,212,149
7098,0,1,0,0,1,0,0,0,1,212,149
7100,0,0,0,0,1,0,0,0,1,212,150
7116,1,0,0,0,1,0,0,133,1,213,150
7128,1,0,0,0,1,0,0,92,1,214,150
7134,1,0,1,0,1,0,0,92,1,214,150
7140,1,1,1,0,1,0,0,92,1,214,150
7152,0,1,1,0,1,0,0,92,1,214,150
7160,0,0,1,0,1,0,0,92,1,214,151
7164,1,0,1,0,1,0,0,92,1,214,151
7180,1,1,1,0,1,0,0,92,1,214,151
7182,1,1,0,0,1,0,0,92,1,214,151
7188,0,1,0,0,1,0,0,92,1,214,151
7190,0,1,0,0,1,0,0,92,0,214,151
7200,0,0,0,0,1,0,0,92,0,214,152
7212,1,0,0,0,1,0,0,157,0,215,152
7220,1,1,0,0,1,0,0,157,0,215,152
7224,0,1,0,0,1,0,0,157,0,215,152
7230,0,1,0,0,1,0,0,157,0,215,152
7236,1,1,0,0,1,0,0,249,0,216,152
7240,1,1,0,0,1,0,0,249,0,216,153
7242,1,1,1,0,1,0,0,249,0,216,153
7248,0,1,1,0,1,0,0,249,0,216,153
7250,0,1,1,0,1,0,0,249,1,216,153
7260,0,0,1,0,1,0,0,249,1,216,154
7266,0,0,0,0,1,0,0,249,1,216,154
7272,1,0,0,0,1,0,0,4,1,217,154
7284,1,0,0,0,1,0,0,45,1,218,154
7290,1,0,1,0,1,0,0,45,1,218,154
7308,0,0,1,0,1,0,0,45,1,218,154
7332,1,0,1,0,1,0,0,45,1,218,154
7340,1,1,1,0,1,0,0,45,1,218,154
7344,0,1,1,0,1,0,0,45,1,218,154
7350,0,1,1,0,1,0,0,45,1,218,154
7360,0,1,1,0,1,0,0,45,1,218,155
7370,0,1,1,0,1,0,0,45,0,218,155
7380,0,0,1,0,1,0,0,45,0,218,156
7386,0,0,0,0,1,0,0,45,0,218,156
7392,1,0,0,0,1,0,0,7,0,219,156
7400,1,1,0,0,1,0,0,7,0,219,156
7404,0,1,0,0,1,0,0,7,0,219,156
7410,0,1,0,0,1,0,0,7,0,219,156
7416,1,1,0,0,1,0,0,95,0,220,156
7420,1,0,0,0,1,0,0,95,0,220,157
7422,1,0,1,0,1,0,0,95,0,220,157
7440,0,1,1,0,1,0,0,95,0,220,157
7446,0,1,0,0,1,0,0,95,0,220,157
7450,0,1,0,0,1,0,0,95,1,220,157
7452,1,1,0,0,1,0,0,101,1,221,157
7458,1,1,1,0,1,0,0,101,1,221,157
7460,1,1,1,0,1,0,0,101,1,221,158
7470,1,1,1,0,1,0,0,101,1,221,158
7480,1,0,1,0,1,0,0,101,1,221,159
7482,1,0,0,0,1,0,0,101,1,221,159
7488,0,0,0,0,1,0,0,101,1,221,159
7500,1,1,0,0,1,0,0,35,1,222,159
7510,1,1,0,0,1,0,0,35,0,222,159
7512,0,1,0,0,1,0,0,35,0,222,159
7520,0,1,0,0,1,0,0,35,0,222,160
7524,1,1,0,0,1,0,0,196,0,223,160
7530,1,1,1,0,1,0,0,196,0,223,160
7540,1,1,1,0,1,0,0,196,0,223,161
7542,1,1,0,0,1,0,0,196,0,223,161
7548,1,1,0,0,1,0,0,84,0,224,161
7550,1,1,0,0,1,0,0,84,1,224,161
7554,1,1,1,0,1,0,0,84,1,224,161
7560,0,0,1,0,1,0,0,84,1,224,162
7566,0,0,0,0,1,0,0,84,1,224,162
7580,0,1,0,0,1,0,0,84,1,224,162
7584,1,1,0,0,1,0,0,68,1,225,162
7590,1,1,0,0,1,0,0,68,0,225,162
7596,0,1,0,0,1,0,0,68,0,225,162
7600,0,1,0,0,1,0,0,68,0,225,163
7608,1,1,0,0,1,0,0,177,0,226,163
7610,1,1,0,0,1,0,0,177,1,226,163
7614,1,1,1,0,1,0,0,177,1,226,163
7620,1,1,1,0,1,0,0,177,1,226,164
7626,1,1,0,0,1,0,0,177,1,226,164
7630,1,1,0,0,1,0,0,177,1,226,164
7632,1,1,0,0,1,0,0,127,1,227,164
7640,1,1,0,0,1,0,0,127,1,227,165
7644,1,1,0,0,1,0,0,135,1,228,165
7650,1,1,1,0,1,0,0,135,0,228,165
7656,0,1,1,0,1,0,0,135,0,228,165
7660,0,1,1,0,1,0,0,135,0,228,166
7662,0,1,0,0,1,0,0,135,0,228,166
7670,0,1,0,0,1,0,0,135,0,228,166
7680,1,0,0,0,1,0,0,66,0,229,167
7692,1,0,0,0,1,0,0,136,0,230,167
7700,1,1,0,0,1,0,0,136,0,230,167
7704,1,1,0,0,1,0,0,131,0,231,167
7710,1,1,1,0,1,0,0,131,0,231,167
7720,1,0,1,0,1,0,0,131,0,231,168
7728,0,0,1,0,1,0,0,131,0,231,168
7740,0,1,1,0,1,0,0,131,0,231,168
7746,0,1,0,0,1,0,0,131,0,231,168
7760,0,0,0,0,1,0,0,131,0,231,169
7776,1,0,0,0,1,0,0,3,0,232,169
7780,1,1,0,0,1,0,0,3,0,232,169
7788,1,1,0,0,1,0,0,252,0,233,169
7790,1,1,0,0,1,0,0,252,1,233,169
7794,1,1,1,0,1,0,0,252,1,233,169
7800,1,0,1,0,1,0,0,252,1,233,170
7812,0,0,1,0,1,0,0,252,1,233,170
7818,0,0,0,0,1,0,0,252,1,233,170
7820,0,1,0,0,1,0,0,252,1,233,170
7830,0,1,0,0,1,0,0,252,0,233,170
7840,0,1,0,0,1,0,0,252,0,233,171
7848,1,1,0,0,1,0,0,209,0,234,171
7850,1,1,0,0,1,0,0,209,1,234,171
7854,1,1,1,0,1,0,0,209,1,234,171
7860,1,1,1,0,1,0,0,209,1,234,172
7866,1,1,0,0,1,0,0,209,1,234,172
7870,1,1,0,0,1,0,0,209,0,234,172
7872,1,1,0,0,1,0,0,52,0,235,172
7880,1,0,0,0,1,0,0,52,0,235,173
7884,1,0,0,0,1,0,0,229,0,236,173
7890,1,0,1,0,1,0,0,229,0,236,173
7896,0,0,1,0,1,0,0,229,0,236,173
7900,0,1,1,0,1,0,0,229,0,236,173
7902,0,1,0,0,1,0,0,229,0,236,173
7908,1,1,0,0,1,0,0,12,0,237,173
7910,1,1,0,0,1,0,0,12,0,237,173
7914,1,1,1,0,1,0,0,12,0,237,173
7920,1,1,1,0,1,0,0,12,0,237,174
7930,1,1,1,0,1,0,0,12,1,237,174
7932,0,1,1,0,1,0,0,12,1,237,174
7938,0,1,0,0,1,0,0,12,1,237,174
7940,0,0,0,0,1,0,0,12,1,237,175
7944,1,0,0,0,1,0,0,143,1,238,175
7950,1,0,1,0,1,0,0,143,1,238,175
7956,0,0,1,0,1,0,0,143,1,238,175
7962,0,0,0,0,1,0,0,143,1,238,175
8000,0,1,0,0,1,0,0,143,1,238,175
8004,1,1,0,0,1,0,0,150,1,239,175
8010,1,1,1,0,1,0,0,150,1,239,175
8016,0,1,1,0,1,0,0,150,1,239,175
8020,0,1,1,0,1,0,0,150,1,239,176
8030,0,1,1,0,1,0,0,150,0,239,176
8040,1,1,1,0,1,0,0,150,0,239,177
8046,1,1,0,0,1,0,0,150,0,239,177
8050,1,1,0,0,1,0,0,150,1,239,177
8052,1,1,0,0,1,0,0,8,1,240,177
8060,1,1,0,0,1,0,0,8,1,240,178
8064,0,1,0,0,1,0,0,8,1,240,178
8070,0,1,0,0,1,0,0,8,1,240,178
8080,0,1,0,0,1,0,0,8,1,240,179
8090,0,1,0,0,1,0,0,8,0,240,179
8100,0,0,0,0,1,0,0,8,0,240,180
8120,0,1,0,0,1,0,0,8,0,240,180
8130,0,1,0,0,1,0,0,8,1,240,180
8140,0,1,0,0,1,0,0,8,1,240,181
8150,0,1,0,0,1,0,0,8,0,240,181
8160,1,1,0,0,1,0,0,16,0,241,182
8170,1,1,0,0,1,0,0,16,0,241,182
8172,0,1,0,0,1,0,0,16,0,241,182
8180,0,0,0,0,1,0,0,16,0,241,183
8196,1,0,0,0,1,0,0,211,0,242,183
8208,1,0,0,0,1,0,0,236,0,243,183
8220,1,1,0,0,1,0,0,105,0,244,183
8230,1,1,0,0,1,0,0,105,0,244,183
8232,1,1,0,0,1,0,0,11,0,245,183
8240,1,1,0,0,1,0,0,11,0,245,184
8244,0,1,0,0,1,0,0,11,0,245,184
8250,0,1,0,0,1,0,0,11,1,245,184
8256,1,1,0,0,1,0,0,53,1,246,184
8260,1,0,0,0,1,0,0,53,1,246,185
8268,1,0,0,0,1,0,0,3,1,247,185
8280,1,1,0,0,1,0,0,85,1,248,185
8290,1,1,0,0,1,0,0,85,1,248,185
8292,1,1,0,0,1,0,0,211,1,249,185
8298,1,1,1,0,1,0,0,211,1,249,185
8300,1,1,1,0,1,0,0,211,1,249,186
8310,1,1,1,0,1,0,0,211,0,249,186
8316,0,1,1,0,1,0,0,211,0,249,186
8320,0,1,1,0,1,0,0,211,0,249,187
8322,0,1,0,0,1,0,0,211,0,249,187
8330,0,1,0,0,1,0,0,211,0,249,187
8340,0,1,0,0,1,0,0,211,0,249,188
8350,0,1,0,0,1,0,0,211,0,249,188
8352,1,1,0,0,1,0,0,166,0,250,188
8360,1,1,0,0,1,0,0,166,0,250,189
8364,1,1,0,0,1,0,0,151,0,251,189
8376,1,1,0,0,1,0,0,88,0,252,189
8380,1,0,0,0,1,0,0,88,0,252,190
8388,0,0,0,0,1,0,0,88,0,252,190
8400,1,0,0,0,1,0,0,139,0,253,190
8412,0,0,0,0,1,0,0,139,0,253,190
8436,1,0,0,0,1,0,0,94,0,254,190
8440,1,1,0,0,1,0,0,94,0,254,190
8442,1,1,1,0,1,0,0,94,0,254,190
8450,1,1,1,0,1,0,0,94,1,254,190
8460,1,0,1,0,1,0,0,94,1,254,191
8472,0,0,1,0,1,0,0,94,1,254,191
8478,0,0,0,0,1,0,0,94,1,254,191
8480,0,1,0,0,1,0,0,94,1,254,191
8484,1,1,0,0,1,0,0,65,1,255,191
8490,1,1,1,0,1,0,0,65,0,255,191
8500,1,0,1,0,1,0,0,65,0,255,192
8508,0,0,1,0,1,0,0,65,0,255,192
8520,0,1,1,0,1,0,0,65,0,255,192
8526,0,1,0,0,1,0,0,65,0,255,192
8530,0,1,0,0,1,0,0,65,1,255,192
8540,0,0,0,0,1,0,0,65,1,255,193
8556,1,0,0,0,1,0,0,209,1,256,193
8560,1,1,0,0,1,0,0,209,1,256,193
8568,0,1,0,0,1,0,0,209,1,256,193
8570,0,1,0,0,1,0,0,209,1,256,193
8580,0,0,0,0,1,0,0,209,1,256,194
8592,1,0,0,0,1,0,0,38,1,257,194
8604,0,0,0,0,1,0,0,38,1,257,194
8616,1,0,0,0,1,0,0,210,1,258,194
8620,1,1,0,0,1,0,0,210,1,258,194
8622,1,1,1,0,1,0,0,210,1,258,194
8628,0,1,1,0,1,0,0,210,1,258,194
8630,0,1,1,0,1,0,0,210,0,258,194
8640,1,1,1,0,1,0,0,210,0,258,195
8650,1,1,1,0,1,0,0,210,1,258,195
8652,0,1,1,0,1,0,0,210,1,258,195
8658,0,1,0,0,1,0,0,210,1,258,195
8660,0,1,0,0,1,0,0,210,1,258,196
8676,1,1,0,0,1,0,0,101,1,259,196
8680,1,1,0,0,1,0,0,101,1,259,197
8688,1,1,0,0,1,0,0,247,1,260,197
8690,1,1,0,0,1,0,0,247,0,260,197
8694,1,1,1,0,1,0,0,247,0,260,197
8700,1,0,1,0,1,0,0,247,0,260,198
8706,1,0,0,0,1,0,0,247,0,260,198
8712,0,0,0,0,1,0,0,247,0,260,198
8720,0,1,0,0,1,0,0,247,0,260,198
8730,0,1,0,0,1,0,0,247,0,260,198
8740,0,1,0,0,1,0,0,247,0,260,199
8748,1,1,0,0,1,0,0,133,0,261,199
8750,1,1,0,0,1,0,0,133,0,261,199
8760,0,1,0,0,1,0,0,133,0,261,200
8770,0,1,0,0,1,0,0,133,1,261,200
8780,0,0,0,0,1,0,0,133,1,261,201
8784,1,0,0,0,1,0,0,137,1,262,201
8796,1,0,0,0,1,0,0,135,1,263,201
8808,1,0,0,0,1,0,0,22,1,264,201
8820,1,0,0,0,1,0,0,107,1,265,201
8826,1,0,1,0,1,0,0,107,1,265,201
8832,0,0,1,0,1,0,0,107,1,265,201
8900,0,1,1,0,1,0,0,107,1,265,201
8910,0,1,1,0,1,0,0,107,0,265,201
8916,1,1,1,0,1,0,0,107,0,265,201
8920,1,0,1,0,1,0,0,107,0,265,202
8928,0,0,1,0,1,0,0,107,0,265,202
8946,0,0,0,0,1,0,0,107,0,265,202
8980,0,1,0,0,1,0,0,107,0,265,202
8988,1,1,0,0,1,0,0,134,0,266,202
8990,1,1,0,0,1,0,0,134,0,266,202
8994,1,1,1,0,1,0,0,134,0,266,202
9000,1,0,1,0,1,0,0,134,0,266,203
9012,0,0,1,0,1,0,0,134,0,266,203
9018,0,0,0,0,1,0,0,134,0,266,203
9024,1,0,0,0,1,0,0,135,0,267,203
9030,1,0,1,0,1,0,0,135,0,267,203
9040,1,1,1,0,1,0,0,135,0,267,203
9050,1,1,1,0,1,0,0,135,0,267,203
9060,1,0,1,0,1,0,0,135,0,267,204
9072,0,0,1,0,1,0,0,135,0,267,204
9078,0,0,0,0,1,0,0,135,0,267,204
9084,1,0,0,0,1,0,0,208,0,268,204
9090,1,0,1,0,1,0,0,208,0,268,204
9132,0,0,1,0,1,0,0,208,0,268,204
9140,0,1,1,0,1,0,0,208,0,268,204
9150,0,1,1,0,1,0,0,208,1,268,204
9160,0,0,1,0,1,0,0,208,1,268,205
9168,1,0,1,0,1,0,0,208,1,268,205
9180,0,1,1,0,1,0,0,208,1,268,205
9186,0,1,0,0,1,0,0,208,1,268,205
9200,0,0,0,0,1,0,0,208,1,268,206
9204,1,0,0,0,1,0,0,142,1,269,206
9210,1,0,1,0,1,0,0,142,1,269,206
9220,1,1,1,0,1,0,0,142,1,269,206
9222,1,1,0,0,1,0,0,142,1,269,206
9228,0,1,0,0,1,0,0,142,1,269,206
9230,0,1,0,0,1,0,0,142,1,269,206
9240,0,1,0,0,1,0,0,142,1,269,207
9250,0,1,0,0,1,0,0,142,0,269,207
9252,1,1,0,0,1,0,0,89,0,270,207
9260,1,1,0,0,1,0,0,89,0,270,208
9264,1,1,0,0,1,0,0,171,0,271,208
9270,1,1,1,0,1,0,0,171,0,271,208
9276,0,1,1,0,1,0,0,171,0,271,208
9280,0,0,1,0,1,0,0,171,0,271,209
9282,0,0,0,0,1,0,0,171,0,271,209
9288,1,0,0,0,1,0,0,2,0,272,209
9294,1,0,1,0,1,0,0,2,0,272,209
9306,1,0,0,0,1,0,0,2,0,272,209
9312,0,0,0,0,1,0,0,2,0,272,209
9324,1,0,0,0,1,0,0,241,0,273,209
9330,1,0,1,0,1,0,0,241,0,273,209
9336,0,0,1,0,1,0,0,241,0,273,209
9360,1,0,1,0,1,0,0,241,0,273,209
9372,0,0,1,0,1,0,0,241,0,273,209
9420,1,1,1,0,1,0,0,241,0,273,209
9430,1,1,1,0,1,0,0,241,1,273,209
9432,0,1,1,0,1,0,0,241,1,273,209
9440,0,1,1,0,1,0,0,241,1,273,210
9450,0,1,1,0,1,0,0,241,1,273,210
9460,0,1,1,0,1,0,0,241,1,273,211
9462,0,1,0,0,1,0,0,241,1,273,211
9468,1,1,0,0,1,0,0,142,1,274,211
9470,1,1,0,0,1,0,0,142,0,274,211
9474,1,1,1,0,1,0,0,142,0,274,211
9480,0,1,1,0,1,0,0,142,0,274,212
9486,0,1,0,0,1,0,0,142,0,274,212
9490,0,1,0,0,1,0,0,142,1,274,212
9500,0,0,0,0,1,0,0,142,1,274,213
9504,1,0,0,0,1,0,0,35,1,275,213
9516,1,0,0,0,1,0,0,214,1,276,213
9528,1,0,0,0,1,0,0,15,1,277,213
9534,1,0,1,0,1,0,0,15,1,277,213
9540,0,1,1,0,1,0,0,15,1,277,213
9550,0,1,1,0,1,0,0,15,0,277,213
9560,0,0,1,0,1,0,0,15,0,277,214
9576,1,0,1,0,1,0,0,15,0,277,214
9582,1,0,0,0,1,0,0,15,0,277,214
9588,0,0,0,0,1,0,0,15,0,277,214
9600,0,1,0,0,1,0,0,15,0,277,214
9610,0,1,0,0,1,0,0,15,1,277,214
9620,0,1,0,0,1,0,0,15,1,277,215
9630,0,1,0,0,1,0,0,15,1,277,215
9640,0,1,0,0,1,0,0,15,1,277,216
9648,1,1,0,0,1,0,0,102,1,278,216
9650,1,1,0,0,1,0,0,102,0,278,216
9660,1,1,0,0,1,0,0,47,0,279,217
9670,1,1,0,0,1,0,0,47,1,279,217
9672,0,1,0,0,1,0,0,47,1,279,217
9680,0,0,0,0,1,0,0,47,1,279,218
9696,1,0,0,0,1,0,0,57,1,280,218
9700,1,1,0,0,1,0,0,57,1,280,218
9708,0,1,0,0,1,0,0,57,1,280,218
9710,0,1,0,0,1,0,0,57,0,280,218
9720,0,1,0,0,1,0,0,57,0,280,219
9730,0,1,0,0,1,0,0,57,1,280,219
9740,0,0,0,0,1,0,0,57,1,280,220
9780,0,1,0,0,1,0,0,57,1,280,220
9790,0,1,0,0,1,0,0,57,1,280,220
9800,0,0,0,0,1,0,0,57,1,280,221
9820,0,1,0,0,1,0,0,57,1,280,221
9830,0,1,0,0,1,0,0,57,0,280,221
9840,1,1,0,0,1,0,0,77,0,281,222
9850,1,1,0,0,1,0,0,77,1,281,222
9852,1,1,0,0,1,0,0,244,1,282,222
9860,1,0,0,0,1,0,0,244,1,282,223
9864,1,0,0,0,1,0,0,250,1,283,223
9876,1,0,0,0,1,0,0,86,1,284,223
9888,1,0,0,0,1,0,0,248,1,285,223
9900,0,0,0,0,1,0,0,248,1,285,223
9912,1,0,0,0,1,0,0,10,1,286,223
9924,0,0,0,0,1,0,0,10,1,286,223
9948,1,0,0,0,1,0,0,37,1,287,223
9954,1,0,1,0,1,0,0,37,1,287,223
9960,1,1,1,0,1,0,0,37,1,287,223
9970,1,1,1,0,1,0,0,37,0,287,223
9972,0,1,1,0,1,0,0,37,0,287,223
9980,0,1,1,0,1,0,0,37,0,287,224
9984,1,1,1,0,1,0,0,37,0,287,224
